Timestamp,Risk,EAR,BlinkRate,Yawning,HeadDirection,GazeDirection,DistractionDuration
2026-05-19 00:29:24,SAFE,0.129,0.0,False,RIGHT,CENTER,0.0
2026-05-19 00:29:26,SAFE,0.147,0.0,False,RIGHT,CENTER,1.54
2026-05-19 00:29:26,SAFE,0.145,0.0,False,RIGHT,CENTER,1.64
2026-05-19 00:29:26,SAFE,0.185,0.0,False,RIGHT,CENTER,1.75
2026-05-19 00:29:26,SAFE,0.165,0.0,False,RIGHT,CENTER,1.84
2026-05-19 00:29:26,SAFE,0.176,0.0,False,RIGHT,CENTER,1.99
2026-05-19 00:29:26,HIGH RISK,0.153,0.0,False,RIGHT,CENTER,2.08
2026-05-19 00:29:26,HIGH RISK,0.182,0.0,False,RIGHT,CENTER,2.17
2026-05-19 00:29:26,HIGH RISK,0.179,0.0,False,RIGHT,CENTER,2.27
2026-05-19 00:29:27,HIGH RISK,0.121,0.0,False,RIGHT,CENTER,2.36
2026-05-19 00:29:27,HIGH RISK,0.132,0.0,False,RIGHT,CENTER,2.45
2026-05-19 00:29:27,HIGH RISK,0.164,0.0,False,RIGHT,CENTER,2.59
2026-05-19 00:29:27,HIGH RISK,0.106,0.0,False,RIGHT,CENTER,2.68
2026-05-19 00:29:27,HIGH RISK,0.115,0.0,False,RIGHT,CENTER,2.78
2026-05-19 00:29:27,SAFE,0.216,8.64,False,RIGHT,CENTER,2.88
2026-05-19 00:29:27,SAFE,0.13,8.52,False,RIGHT,CENTER,2.97
2026-05-19 00:29:27,SAFE,0.146,8.41,False,RIGHT,CENTER,3.06
2026-05-19 00:29:27,SAFE,0.103,8.26,False,RIGHT,CENTER,3.19
2026-05-19 00:29:28,SAFE,0.145,8.16,False,RIGHT,CENTER,3.28
2026-05-19 00:29:28,SAFE,0.17,8.05,False,RIGHT,CENTER,3.37
2026-05-19 00:29:28,SAFE,0.263,15.91,False,RIGHT,CENTER,3.47
2026-05-19 00:29:28,SAFE,0.281,15.72,False,RIGHT,CENTER,3.56
2026-05-19 00:29:28,SAFE,0.317,15.53,False,RIGHT,CENTER,3.65
2026-05-19 00:29:28,SAFE,0.34,15.27,False,RIGHT,CENTER,3.78
2026-05-19 00:29:28,SAFE,0.325,15.1,False,RIGHT,CENTER,3.87
2026-05-19 00:29:28,SAFE,0.325,14.93,False,RIGHT,CENTER,3.96
2026-05-19 00:29:28,SAFE,0.325,14.77,False,RIGHT,CENTER,4.05
2026-05-19 00:29:28,SAFE,0.31,14.61,False,RIGHT,CENTER,4.14
2026-05-19 00:29:28,SAFE,0.303,14.45,False,RIGHT,CENTER,4.23
2026-05-19 00:29:29,SAFE,0.283,14.29,False,RIGHT,CENTER,4.32
2026-05-19 00:29:29,SAFE,0.15,14.07,False,RIGHT,CENTER,4.45
2026-05-19 00:29:29,SAFE,0.145,13.84,False,RIGHT,CENTER,4.59
2026-05-19 00:29:29,SAFE,0.128,13.7,False,RIGHT,CENTER,4.68
2026-05-19 00:29:29,SAFE,0.112,13.56,False,RIGHT,CENTER,4.77
2026-05-19 00:29:29,SAFE,0.097,13.34,False,RIGHT,CENTER,4.92
2026-05-19 00:29:29,SAFE,0.099,13.21,False,RIGHT,CENTER,5.01
2026-05-19 00:29:29,SAFE,0.107,13.08,False,RIGHT,CENTER,5.1
2026-05-19 00:29:29,SAFE,0.096,12.94,False,RIGHT,CENTER,5.21
2026-05-19 00:29:30,SAFE,0.181,12.8,False,RIGHT,CENTER,5.34
2026-05-19 00:29:30,SAFE,0.139,12.58,False,RIGHT,CENTER,5.47
2026-05-19 00:29:30,SAFE,0.113,12.45,False,RIGHT,CENTER,5.59
2026-05-19 00:29:30,SAFE,0.227,18.43,False,RIGHT,CENTER,5.69
2026-05-19 00:29:30,SAFE,0.248,18.26,False,RIGHT,CENTER,5.78
2026-05-19 00:29:30,SAFE,0.2,18.0,False,RIGHT,CENTER,5.94
2026-05-19 00:29:30,SAFE,0.194,17.82,False,RIGHT,CENTER,6.03
2026-05-19 00:29:30,SAFE,0.205,17.64,False,RIGHT,CENTER,6.13
2026-05-19 00:29:30,SAFE,0.201,17.48,False,RIGHT,CENTER,6.22
2026-05-19 00:29:31,SAFE,0.212,17.33,False,RIGHT,CENTER,6.31
2026-05-19 00:29:31,SAFE,0.217,17.18,False,RIGHT,CENTER,6.4
2026-05-19 00:29:31,SAFE,0.234,17.04,False,RIGHT,CENTER,6.49
2026-05-19 00:29:31,SAFE,0.217,16.9,False,RIGHT,CENTER,6.57
2026-05-19 00:29:31,SAFE,0.223,16.76,False,RIGHT,CENTER,6.66
2026-05-19 00:29:31,SAFE,0.234,16.63,False,RIGHT,CENTER,6.75
2026-05-19 00:29:31,SAFE,0.217,16.44,False,RIGHT,CENTER,6.87
2026-05-19 00:29:31,SAFE,0.217,16.31,False,RIGHT,CENTER,6.95
2026-05-19 00:29:31,SAFE,0.229,16.18,False,RIGHT,CENTER,7.06
2026-05-19 00:29:31,SAFE,0.223,15.96,False,RIGHT,CENTER,7.2
2026-05-19 00:29:32,SAFE,0.234,15.78,False,RIGHT,CENTER,7.33
2026-05-19 00:29:32,SAFE,0.214,15.66,False,RIGHT,CENTER,7.41
2026-05-19 00:29:32,SAFE,0.22,15.54,False,RIGHT,CENTER,7.51
2026-05-19 00:29:32,SAFE,0.208,15.41,False,RIGHT,CENTER,7.6
2026-05-19 00:29:32,SAFE,0.229,15.29,False,RIGHT,CENTER,7.69
2026-05-19 00:29:32,SAFE,0.223,15.18,False,RIGHT,CENTER,7.78
2026-05-19 00:29:32,SAFE,0.175,15.07,False,RIGHT,CENTER,7.87
2026-05-19 00:29:32,SAFE,0.192,14.9,False,RIGHT,CENTER,8.0
2026-05-19 00:29:32,SAFE,0.195,14.79,False,RIGHT,CENTER,8.09
2026-05-19 00:29:32,SAFE,0.181,14.68,False,RIGHT,CENTER,8.18
2026-05-19 00:29:33,SAFE,0.179,14.5,False,RIGHT,CENTER,8.33
2026-05-19 00:29:33,SAFE,0.178,14.35,False,RIGHT,CENTER,8.47
2026-05-19 00:29:33,SAFE,0.164,14.25,False,RIGHT,CENTER,8.56
2026-05-19 00:29:33,SAFE,0.186,14.14,False,RIGHT,CENTER,8.65
2026-05-19 00:29:33,SAFE,0.183,14.04,False,RIGHT,CENTER,8.74
2026-05-19 00:29:33,SAFE,0.201,18.6,False,RIGHT,CENTER,8.83
2026-05-19 00:29:33,SAFE,0.225,18.47,False,RIGHT,CENTER,8.91
2026-05-19 00:29:33,SAFE,0.223,18.35,False,RIGHT,CENTER,9.0
2026-05-19 00:29:33,SAFE,0.237,18.16,False,RIGHT,CENTER,9.14
2026-05-19 00:29:33,SAFE,0.22,18.04,False,RIGHT,CENTER,9.22
2026-05-19 00:29:34,SAFE,0.248,17.92,False,RIGHT,CENTER,9.32
2026-05-19 00:29:34,SAFE,0.223,17.79,False,RIGHT,CENTER,9.42
2026-05-19 00:29:34,SAFE,0.137,17.67,False,RIGHT,CENTER,9.51
2026-05-19 00:29:34,SAFE,0.088,17.55,False,RIGHT,CENTER,9.6
2026-05-19 00:29:34,SAFE,0.079,17.38,False,RIGHT,CENTER,9.73
2026-05-19 00:29:34,SAFE,0.099,17.28,False,RIGHT,CENTER,9.81
2026-05-19 00:29:34,SAFE,0.07,17.17,False,RIGHT,CENTER,9.91
2026-05-19 00:29:34,SAFE,0.071,17.05,False,RIGHT,CENTER,9.99
2026-05-19 00:29:34,SAFE,0.082,16.95,False,RIGHT,CENTER,10.08
2026-05-19 00:29:34,SAFE,0.09,16.84,False,RIGHT,CENTER,10.17
2026-05-19 00:29:34,SAFE,0.081,16.74,False,RIGHT,CENTER,10.25
2026-05-19 00:29:35,SAFE,0.066,16.64,False,RIGHT,CENTER,10.35
2026-05-19 00:29:35,SAFE,0.122,16.5,False,RIGHT,CENTER,10.46
2026-05-19 00:29:35,SAFE,0.116,16.4,False,RIGHT,CENTER,10.55
2026-05-19 00:29:35,SAFE,0.102,16.3,False,RIGHT,CENTER,10.64
2026-05-19 00:29:35,SAFE,0.11,16.2,False,RIGHT,CENTER,10.74
2026-05-19 00:29:35,SAFE,0.059,16.1,False,RIGHT,CENTER,10.83
2026-05-19 00:29:35,HIGH RISK,0.09,16.0,False,RIGHT,CENTER,10.92
2026-05-19 00:29:35,HIGH RISK,0.091,15.91,False,RIGHT,CENTER,11.02
2026-05-19 00:29:35,HIGH RISK,0.115,15.78,False,RIGHT,CENTER,11.13
2026-05-19 00:29:35,HIGH RISK,0.069,15.69,False,RIGHT,CENTER,11.22
2026-05-19 00:29:36,HIGH RISK,0.101,15.6,False,RIGHT,CENTER,11.31
2026-05-19 00:29:36,HIGH RISK,0.081,15.51,False,RIGHT,CENTER,11.4
2026-05-19 00:29:36,HIGH RISK,0.112,15.42,False,RIGHT,CENTER,11.48
2026-05-19 00:29:36,HIGH RISK,0.088,15.33,False,RIGHT,CENTER,11.57
2026-05-19 00:29:36,HIGH RISK,0.091,15.25,False,RIGHT,CENTER,11.67
2026-05-19 00:29:36,HIGH RISK,0.09,15.11,False,RIGHT,CENTER,11.81
2026-05-19 00:29:36,HIGH RISK,0.088,15.02,False,RIGHT,CENTER,11.9
2026-05-19 00:29:36,HIGH RISK,0.092,14.94,False,RIGHT,CENTER,11.99
2026-05-19 00:29:36,HIGH RISK,0.113,14.85,False,RIGHT,CENTER,12.08
2026-05-19 00:29:36,HIGH RISK,0.09,14.77,False,RIGHT,CENTER,12.17
2026-05-19 00:29:36,HIGH RISK,0.058,14.69,False,RIGHT,CENTER,12.26
2026-05-19 00:29:37,HIGH RISK,0.09,14.56,False,RIGHT,CENTER,12.4
2026-05-19 00:29:37,HIGH RISK,0.09,14.49,False,RIGHT,CENTER,12.48
2026-05-19 00:29:37,HIGH RISK,0.143,14.41,False,RIGHT,CENTER,12.57
2026-05-19 00:29:37,HIGH RISK,0.199,14.34,False,RIGHT,CENTER,12.66
2026-05-19 00:29:37,SAFE,0.235,17.82,False,RIGHT,CENTER,12.75
2026-05-19 00:29:37,SAFE,0.233,17.73,False,RIGHT,CENTER,12.84
2026-05-19 00:29:37,SAFE,0.266,17.64,False,RIGHT,CENTER,12.91
2026-05-19 00:29:37,SAFE,0.235,17.56,False,RIGHT,CENTER,13.0
2026-05-19 00:29:37,SAFE,0.235,17.43,False,RIGHT,CENTER,13.13
2026-05-19 00:29:37,SAFE,0.223,17.34,False,RIGHT,CENTER,13.22
2026-05-19 00:29:38,SAFE,0.234,17.26,False,RIGHT,CENTER,13.3
2026-05-19 00:29:38,SAFE,0.227,17.17,False,RIGHT,CENTER,13.4
2026-05-19 00:29:38,SAFE,0.137,17.07,False,RIGHT,CENTER,13.49
2026-05-19 00:29:38,SAFE,0.175,16.99,False,RIGHT,CENTER,13.57
2026-05-19 00:29:38,SAFE,0.203,16.91,False,RIGHT,CENTER,13.66
2026-05-19 00:29:38,SAFE,0.212,16.83,False,RIGHT,CENTER,13.74
2026-05-19 00:29:38,SAFE,0.187,16.71,False,RIGHT,CENTER,13.87
2026-05-19 00:29:38,SAFE,0.207,16.63,False,RIGHT,CENTER,13.96
2026-05-19 00:29:38,SAFE,0.203,16.54,False,RIGHT,CENTER,14.05
2026-05-19 00:29:38,SAFE,0.228,16.46,False,RIGHT,CENTER,14.15
2026-05-19 00:29:38,SAFE,0.212,16.38,False,RIGHT,CENTER,14.24
2026-05-19 00:29:39,SAFE,0.214,16.29,False,RIGHT,CENTER,14.34
2026-05-19 00:29:39,SAFE,0.201,16.16,False,RIGHT,CENTER,14.48
2026-05-19 00:29:39,SAFE,0.194,16.08,False,RIGHT,CENTER,14.57
2026-05-19 00:29:39,SAFE,0.2,16.01,False,RIGHT,CENTER,14.65
2026-05-19 00:29:39,SAFE,0.2,15.94,False,RIGHT,CENTER,14.74
2026-05-19 00:29:39,SAFE,0.183,15.87,False,RIGHT,CENTER,14.82
2026-05-19 00:29:39,SAFE,0.194,15.8,False,RIGHT,CENTER,14.9
2026-05-19 00:29:39,SAFE,0.183,15.73,False,RIGHT,CENTER,14.99
2026-05-19 00:29:41,SAFE,0.222,18.71,False,RIGHT,CENTER,15.15
2026-05-19 00:29:41,SAFE,0.223,17.49,False,RIGHT,CENTER,16.5
2026-05-19 00:29:41,SAFE,0.217,17.41,False,RIGHT,CENTER,16.59
2026-05-19 00:29:41,SAFE,0.234,17.34,False,RIGHT,CENTER,16.68
2026-05-19 00:29:41,SAFE,0.187,17.23,False,RIGHT,CENTER,16.81
2026-05-19 00:29:41,SAFE,0.223,17.16,False,RIGHT,CENTER,16.9
2026-05-19 00:29:41,SAFE,0.194,17.06,False,RIGHT,CENTER,17.02
2026-05-19 00:29:41,SAFE,0.202,16.99,False,RIGHT,CENTER,17.1
2026-05-19 00:29:41,SAFE,0.189,16.93,False,RIGHT,CENTER,17.19
2026-05-19 00:29:41,SAFE,0.234,16.86,False,RIGHT,CENTER,17.28
2026-05-19 00:29:42,SAFE,0.281,16.79,False,RIGHT,CENTER,17.36
2026-05-19 00:29:42,SAFE,0.205,16.69,False,RIGHT,CENTER,17.48
2026-05-19 00:29:42,SAFE,0.279,16.63,False,RIGHT,CENTER,17.57
2026-05-19 00:29:42,SAFE,0.294,16.56,False,RIGHT,CENTER,17.66
2026-05-19 00:29:42,SAFE,0.294,16.48,False,RIGHT,CENTER,17.76
2026-05-19 00:29:42,SAFE,0.288,16.42,False,RIGHT,CENTER,17.84
2026-05-19 00:29:42,SAFE,0.32,16.36,False,RIGHT,CENTER,17.92
2026-05-19 00:29:42,SAFE,0.309,16.3,False,RIGHT,CENTER,18.01
2026-05-19 00:29:42,SAFE,0.299,16.23,False,RIGHT,CENTER,18.1
2026-05-19 00:29:42,SAFE,0.316,16.17,False,RIGHT,CENTER,18.18
2026-05-19 00:29:43,SAFE,0.316,16.09,False,RIGHT,CENTER,18.29
2026-05-19 00:29:43,SAFE,0.316,16.03,False,RIGHT,CENTER,18.37
2026-05-19 00:29:43,SAFE,0.288,15.97,False,RIGHT,CENTER,18.46
2026-05-19 00:29:43,SAFE,0.255,15.9,False,RIGHT,CENTER,18.56
2026-05-19 00:29:43,SAFE,0.268,15.84,False,RIGHT,CENTER,18.64
